,texto,fechas,candidato,nombre_lugar
1677,Te quiebran las piernas para que luego te den un bastón y debas estar agradecido por vida. Son de lo peor. ,17,Raffo,"Montevideo, Uruguay"
1734,"A dónde te la alcanzamos, Carlos? ",17,Raffo,"Montevideo, Uruguay"
1754,Es verdad lo que dice este señor.. no tiene experiencia!!! ,17,Raffo,"Canelones, Uruguay"
1842,pregúntale por esto que es importante más que viene el verano y su combo explicarían como existe aún a pesar de 30 años de imm ,17,Raffo,"Montevideo, Uruguay"
1891,Como hago para conseguir la lista???????? No tengo idea. ,17,Raffo,"Montevideo, Uruguay"
2061,"#IMM recauda 690 millones de USD anualmente: gasta en sueldos 44%, funcionamiento 40%, 2.5% en junta departamental, 15% en inversiones = 103 millones USD. Gastaron 7 millones $, el 1.5% del presupuesto anual ¿en esto? 😳 No derrochar #SiPodemos ",17,Raffo,"Montevideo, Uruguay"
2121,#AhoraMontevideo Lista 1 #AhoraNosotros Lista 140-E la mejor opción #MunicipioE. ,17,Raffo,"Montevideo, Uruguay"
2237,Nunca mejor graficado . ,17,Raffo,"Montevideo, Uruguay"
2241,"Esa filmación y el desparpajo del que estaba en la maquina es UNA MUESTRA DE LO QUE ES LA IMM. NOS toman el pelo, nos quitan el dinero, SE CREEN LOS DUEÑOS DE MONTEVIDEO. ESTA ES LA OPORTUNIDAD DE DARLES OTRA CACHETADA A SU EGO. VAMOS VENIMOS!!!!!!! ",17,Raffo,"Montevideo, Uruguay"
2340,te arrimo un banquito...mirà si la princesa va a pedir disculpas....jamàs!!! Todo eso de que vengo de abajo me lo ganè to...vengo del Prado etc lo dijo bajo los edentos del ondasetron Que horrible lo que tuvo que decir ,17,Raffo,"Montevideo, Uruguay"
2403,BUEN JUEVES. ,17,Raffo,"San José, Uruguay"
2548,"Esta noche #UniónVecinal hizo el lanzamiento de las listas que apoyan a para que sea la próxima intendenta de #Montevideo Desde la histórica #Lista4 , la renovadora #Lista303 o la experiencia de la #Lista103, todas buscando cambiar. #SiPodemos #AhoraMontevideo ",17,Raffo,"Montevideo, Uruguay"
2574,"Deberías volver a juntarte con esteban valenti, como en los viejos tiempos. ",17,Raffo,"Maldonado, Uruguay"
2583,¿NO SERÁ UN PARO PRO PANDEMIA? ,17,Raffo,"Montevideo, Uruguay"
2619,🤮🤮🤮🤮🤮 ,17,Raffo,"Montevideo, Uruguay"
2665,"Anoche #UniónVecinal hizo el lanzamiento de las listas que acompañan a para que sea la próxima intendenta de #Montevideo Desde la histórica #Lista4 , la renovadora #Lista303 o la experiencia de la lista #Lista103, todas buscando cambiar #SiPodemos #AhoraMontevideo ",17,Raffo,"Montevideo, Uruguay"
2742,Hoy hacemos hilo de fotos porque copamos el municipio desde que salió el sol. 📍Bulevar España 📍Montero 📍Puerto del Buceo 📍Rivera y Soca 📍Av Brasil y la Rambla 📍21 y Sarmiento 📍Ellauri No paramos hasta lograr el cambio con en Montevideo y el CH. ,17,Raffo,"Pocitos, Montevideo"
2790,"Sucios, malolientes, hipócritas, ladrones, curreros, vagos! Ops... me doy cuenta que estos muchachos no me caen muy bien. ",17,Raffo,"Canelones, Uruguay"
2857,Dias Crusiales sali con tu bandera y lista 1 en mano note duermas sali militante a la calle ,17,Raffo,"Montevideo, Uruguay"
2936,A vos te cuesta asumir que van a marchar como los mejores!!! ,17,Raffo,"Montevideo, Uruguay"
2976,🙏🏻🇺🇾 ,17,Raffo,"Canelones, Uruguay"
2994,Este 27 de setiembre votamos a con la #Lista1 y nuestros candidatos a las alcaldías👇 HILO ,17,Raffo,"Montevideo, Uruguay"
2999,En el Municipio A votamos a con ,17,Raffo,"Montevideo, Uruguay"
3001,Si tiene razón... ,17,Raffo,"Montevideo, Uruguay"
3060,. ,17,Raffo,"Montevideo, Uruguay"
3067,"Es una clara visión del derrotado,se les puso el viento en contra,ellos creen, qué atentado contra los cárteles y rompiendo vidrios,nos van a amedrentar...se equivocan,nos FORTALECE MÁS 🇺🇾💪🇺🇾👍🇺🇾👏👏👏 ",17,Raffo,"Montevideo, Uruguay"
3079,💪💪👏👏👏👏👏👏😂😂😂😂😂🤪🤣🤣🤣👁️👁️💯x💯10.s Sî Laura Raffo Intendenta de La Ciudad Capital de Montevideo 👏👏👏👏👏👏👏👏‼️‼️❗ ,17,Raffo,"Montevideo, Uruguay"
3092,Montevideano usted le va a dar con su voto la IMM al Partido Comunista. No le alcanzo los 30 años de desgobierno.Quiere ver a quien mal.gasto nuestros dineros en Antel sentada en el sillon.municipal.Yo.voy a votar a Raffo . ,17,Raffo,"Canelones, Uruguay"
3102,Lo que quise expresar... Es que el cambio debe ser total. ,17,Raffo,"Montevideo, Uruguay"
3130,La lista de Laura Raffo 600 y 600-G ,17,Raffo,"Montevideo, Uruguay"
3149,El 27 de setiembre vota a Laura Raffo con la lista 600 y 600-G ,17,Raffo,"Montevideo, Uruguay"
3156,"Ustedes se acuerdan de los Mercaditos Municipales que existian en los diferentes barrios de Montevideo .Desde 1995 el gobierno municipal de Vazquez el.FA los convirtio en Comite De Base .Asi gobiernan les va a dar el voto.para que sigan 5 años mas? .Yo no ,voto a Raffo . ",17,Raffo,"Canelones, Uruguay"
3167,Para cambiar la IMM Laura Raffo con la lista 600 y 600-G ,17,Raffo,"Montevideo, Uruguay"
3195,Para cambiar montevideo la opción es votar a Laura Raffo con la 600 y la 600-G ,17,Raffo,"Montevideo, Uruguay"
3312,"En el porve no se para!!! Vamos q hay orden de no aflojar, falta poco alcalde municipio b intendenta lista 1 ",17,Raffo,"Montevideo, Uruguay"
3427,"No sé de cuándo es esta filmación, pero no veo que estén sacando carteles de Laura !!! ",17,Raffo,"Montevideo, Uruguay"
3747,Arriba compañero! ,17,Raffo,"San José, Uruguay"
3795,#SiPodemos #AhoraMontevideo #Lista1 ,17,Raffo,"Montevideo, Uruguay"
3844,,17,Raffo,"Maldonado, Uruguay"
3851,,17,Raffo,"Maldonado, Uruguay"
3857,,17,Raffo,"Maldonado, Uruguay"
3860,,17,Raffo,"Maldonado, Uruguay"
4148,"El 27 animate al cambio. Vota la lista 1, la única lista del Partido Nacional. En el municipio C vota la 140-C. a la Intendencia y al Municipio. ",17,Raffo,"Montevideo, Uruguay"
4313,Al cuquito padre decís? ,17,Raffo,"Montevideo, Uruguay"
4412,Con más fuerza que nunca #AHORAMONTEVIDEO alcalde por el municipio C y intendenta #Lista1 ,17,Raffo,"Montevideo, Uruguay"
4468,Montevideo merece un cambio. Este 27/9 intendenta y alcalde por el municipio C #Lista1 #AHORAMONTEVIDEO ,17,Raffo,"Montevideo, Uruguay"
4497,Ay Raffo por suerte te quedan solo 10 días 🤡🤡 ,17,Raffo,"Montevideo, Uruguay"
4521,Este 27 de Septiembre votá a la #Lista1 junto a la #Lista140C #AhoraMontevideo ,17,Raffo,"Montevideo, Uruguay"
4626,Arriba con todo #AhoraLoNuestro ,17,Raffo,"Montevideo, Uruguay"
4659,#AHORAMONTEVIDEO #Lista1 por el cambio que merecemos ,17,Raffo,"Montevideo, Uruguay"
4747,"Este 27 de Setiembre, en el Municipio E, votamos la Lista 1 y la Lista 140-E. Intendenta Alcalde #AhoraMontevideo ",17,Raffo,"Montevideo, Uruguay"
5068,Buen día a todos! ,17,Raffo,"Montevideo, Uruguay"
5072,"Gracias, soleado jueves, frio en Montev., a seguir cuidandonos. ",17,Raffo,"Montevideo, Uruguay"
5139,casa lamas con todo para las ferias y recorrida #AhoraMontevideo intendente lista 1 más 25040b municipio b vota las listas del partido nacional sumate ,17,Raffo,"Montevideo, Uruguay"
5155,Por supuesto que si 🙌🙌 ,17,Raffo,"Montevideo, Uruguay"
5219,Esta encuesta es joda. Yo tildé a Villar y éste fué para la Raffo .....☹☹☹☹ ,17,Raffo,"Montevideo, Uruguay"
5281,Sigo con esa esperanza a pesar de las encuestas vamos arriba laura ,17,Raffo,"Montevideo, Uruguay"
5579,"Es de fray Bentos lo subió Ripoll, es int del fa, peo no mdeo. ",17,Raffo,"Canelones, Uruguay"
5676,Este 27 de setiembre para tener un cambio completo votamos así: La 1️⃣ con + La 1️⃣4️⃣0️⃣CH de #BurcaAlcalde #AhoraLoNuestro #AhoraMontevideo ,17,Raffo,"Montevideu, Uruguai"
5729,Este 27 de setiembre tenes elegís el Montevideo que querés. Vota a con la #Lista1 #LaListaDelPartidoNacional #LauraEsLaUno #AhoraLoNuestro #SiPodemos ,17,Raffo,"Montevideo, Uruguay"
5780,Cuidado con el viento ,17,Raffo,"Montevideo, Uruguay"
5806,💪💪 ,17,Raffo,"Montevideo, Uruguay"
5894,Será gobernado por un intendente al cual 8 de cada 10 montevideanos no votaron . ,17,Raffo,"Montevideo, Uruguay"
6226,"Pregúntale al pelado si sabe algo de esto: los “autoabanderados”de los pobres. 516 mil pobres al final de 2019 previo pandemia. Montevideo (avísenle a los tres payasos que no se enteraron) 258 mil pobres, 18,6% de la población. Sólo en Piedras Blancas y Punta Rieles 34%. ",17,Raffo,"Montevideo, Uruguay"
6441,Este equipo desde temprano repartiendo la #Raffo600 🙌🙌🚩🚩 ,17,Raffo,"Montevideo, Uruguay"
6446,"#Cosse sobre gastos de #Antel en publicidad: ""Estoy orgullosa y no me arrepiento de nada"" Idem Gasto de #AntelArena Gasto de cocina Antel Arena Gasto de alquiler de oficinas propias Los Montevideanos si nos arrepentimos y votamos a #SiPodemos ",17,Raffo,"Montevideo, Uruguay"
6597,MUCHA SUERTE POR AHÍ. ,17,Raffo,"Montevideo, Uruguay"
6607,"Sin querer agarré una lista de Raffo, Con que me lavo las manos? ",17,Raffo,"Montevideo, Uruguay"
6723,"Para los que no quieren que esto continúe, voten a Laura raffo !!! ",17,Raffo,"Montevideo, Uruguay"
6825,Glenda te lo dijo clarito! Que parte no entendiste ? ,17,Raffo,"Montevideo, Uruguay"
6845,"A la gente que vota a Raffo les pregunto: qué seguridad les da alguien que nunca tuvo cancha en un ente Estatal o algo que haya favorecido a las mayorías? De esto último, el claro ejemplo es Cosse cuando fortaleció a Antel en muchas áreas. Ahí ya tienen una GRAN diferencia ",17,Raffo,"Maldonado, Uruguay"
7083,Nuestro Candidato a Alcalde en el Municipio G #AhoraMontevideo Si se puede!!! ,17,Raffo,"Montevideo, Uruguay"
7126,"Laura Raffo sigue recorriendo la capital Este jueves, la candidata a la Intendencia por la coalición, Laura Raffo, recorrió el oeste de Montevideo ",17,Raffo,"Montevideo, Uruguay"
8241,Ahora se sumó Clarita 💜 #Raffo600 ,17,Raffo,"Montevideo, Uruguay"
8267,En el Prado militando Intendente. ,17,Raffo,"Montevideo, Uruguay"
8369,Tabare mira desde El Castillo de Buschental una realidad Disneylandistica ,17,Raffo,"Montevideo, Uruguay"
8688,Hoy en el prado apostando al cambio con grupo de LA junto a la dirigente nos visitó ,17,Raffo,"Montevideo, Uruguay"
9149,"Jajajaja, tenés razón, los blancos son más amantes del vino envenenando y esas cosas 🤣🤣🤣 ",17,Raffo,"Montevideo, Uruguay"
9389,"Cambiaste tu voto para este gobierno, y en 7 meses ya tenés una clara señal de que se vino hacer las cosas bien y que la gente está en primer plano. Ahora sos parte de la aprobación, estás conforme, te sentis representado! Entonces aposta a cambiar Montevideo. #27Votá ",17,Raffo,"Montevideo, Uruguay"
9425,📍Comercio y Nancy 📍Hipólito Yrigoyen y Almeria #Lista1 + #Lista140E #AhoraMontevideo ,17,Raffo,"Montevideo, Uruguay"
10160,👏🏼👏🏼 ,17,Raffo,"Montevideo, Uruguay"
10407,Si la custodia luego de terminar el mandato su va Siempre habia un patrullero en la puerta ,17,Raffo,"Montevideo, Uruguay"
10437,"SERVITE......BUEN PROVECHO Un informe de Ceres señala que 516 mil personas en Uruguay eran pobres en 2019, previo a la pandemia del coronavirus ",17,Raffo,"Montevideo, Uruguay"
10509,"Mientras las cifras hablan por si solas.......Toma lleva a pasear una contadora recien recibida ""LO URGENTE ES.....LA GENTE"" ""LO URGENTE ES LLEVAR A PASEAR A LA TREINTEAÑERA "" ",17,Raffo,"Montevideo, Uruguay"
10741,"Lo veremos en las urnas! Ya de pique una sola candidata, sin militancia previa, le gana mano a mano a Pepe, al PCU y a la gauche caviar, siempre distraída por asuntos inmobiliarios. Capaz los salva la ley de lemas, capaz, no se... ",17,Raffo,"Montevideo, Uruguay"
11082,Te quedaste sin argumentos Buen regreso a Uruguay ,17,Raffo,"Montevideo, Uruguay"
11225,"Apoyamos la candidatura de Rodrigo Fabricio Llugdar como alcalde del Municipio C, con la presencia de Gonzalo Fontenla como candidato a alcalde suplente, y en ellos a todo el ¡En el C, Laura Raffo es 600+600-C! #CambiarEsPosible #AhoraMontevideorodr ",17,Raffo,"Montevideo, Uruguay"
11377,*Recorrida Laura Raffo Sábado 19/9* 10.00 hs Rural del Prado (Lucas Obes) 10.45 hs Feria de P.Posadas 12.00 hs Feria de Salto 12.30 hs 18 y Ejido (Prensa) 15.00 hs Nuevo Centro 16.00 hs Rambla y Av. Brasil ,17,Raffo,"Montevideo, Uruguay"
11405,A quien te referís??? ,17,Raffo,"Maldonado, Uruguay"
11409,"Amigo, te respondería, pero con ese nombre que te has puesto!!.. seria inútil... ",17,Raffo,"Montevideo, Uruguay"
11732,¡Te invitamos al Cierre de Campaña de la lista 600 de Ciudadanos junto a y 📆 este viernes 18 de setiembre ⏰ a las 19.00 hs. 🤳🏾 seguilo en las redes de Ciudadanos #Raffo600 🟠 #SiPodemos #AhoraMontevideo ,17,Raffo,"Montevideo, Uruguay"
11934,👍👍👍💪💪💪👏👏👏 ,17,Raffo,"Montevideo, Uruguay"
12168,va a admitir la derrota apenas cerradas las urnas ? ,17,Raffo,"Montevideo, Uruguay"
12325,"Ojalá, enviémos la mejor energía, por favor, Es AHORA !!!! ",17,Raffo,"Montevideo, Uruguay"
12330,"Despertará! Ánimo!!! Vamos por Raffo...a prepararse, porque cuando le entre a los números, no nos va a dar la cabeza. ",17,Raffo,"Montevideo, Uruguay"
12372,"Si esto hizo el FA al país imaginate 30 años en la imm Vota a y demosle la oportunidad a gente honesta, preparada con ganas de una mucho mejor Montevideo Olvidate de tu partido y pensá en la gente ",17,Raffo,"Montevideo, Uruguay"
12396,Genial! ,17,Raffo,"Montevideo, Uruguay"
12511,Que grande Splenda con esa leyenda es ahora arriba ,17,Raffo,"Montevideo, Uruguay"
12763,De lo de Toma nada perjudicamos al Frente . No van por el tupa Iribarne ni sra Gutierz y tampoco por Borreli no se enteraron dexese tema . Le van a dar palo al enojado salinas . Si adivino el me saco el 5 de oro el domingo y el 27 festejo triunfo de Raffo ,17,Raffo,"Montevideo, Uruguay"
13285,"Jajaaj ¿¿quien escribe esas cosas?? Para mi lo hacen solo para que les respondamos y así tener algún rebote sino no se explica. ""va a sorprender "" dice 🤣🤣🤣 y lo único q no va a ser es.....INTENDENTA. ",17,Raffo,"Montevideo, Uruguay"
13307,Demasiada info le das a esta cabeza de tacho. Están re limados de la cabeza los brutos estos. ,17,Raffo,"Montevideo, Uruguay"
13442,Municipio b ,17,Raffo,"Montevideo, Uruguay"
101,,18,Raffo,"Montevideo, Uruguay"
282,El #Cambio esta en #Intendente #Voto Lista 1 acompañada de la mejor opción a la #Alcaldía del #MunicipioE . #AhoraMontevideo #AhoraNosotros ,18,Raffo,"Montevideo, Uruguay"
373,El original que tanto repetimos... Laura Raffo siempre tendencia nunca Intendencia... Gracias 👇 👇 👇 👇 👇 👇 👇 👇 👇 ,18,Raffo,"Montevideo, Uruguay"
989,"Yo soy Colorado, así que no emparejes. Informate y después opina. Sos tremendo vivo. ",18,Raffo,"Maldonado, Uruguay"
996,"Pensa lo que quieras. Además voto a Elinger en Maldonado. Sos rápido en la crítica y no te fijas en mis publicaciones y perfil, para saber dónde voto. Informate y luego opina. ",18,Raffo,"Maldonado, Uruguay"
1033,Claro que sí. Arriba ,18,Raffo,"Canelones, Uruguay"
1275,"Va a ver la realidad, no seguir tirando pálidas.... ",18,Raffo,"Montevideo, Uruguay"
1330,Raffo . . . #NOvasASerINTENDENTA 💃🙋‍♀️ ,18,Raffo,"Montevideo, Uruguay"
2239,"Les comparto la crónica de El País sobre nuestra recorrida de ayer por el Cerro, escuchando a los vecinos. Más iluminación, saneamiento y seguridad: principales reclamos en recorrida de Raffo vía ",18,Raffo,"Montevideo, Uruguay"
2547,35% sigan Participando ,18,Raffo,"Salto, Uruguay"
2597,Tenemos que sacar toda la basura de Montevideo !!!!! ,18,Raffo,"Montevideo, Uruguay"
2663,Shanatova felîz añopara toda la Colectividad Shalom Humbrahä Zoe !!! Yehovä Yehshua Mahashiash Ruaj Haqodesh Jirë Nissi Humbraha Uruguay Con Laura Claudia Raffo Intendenta de Montevideo !!! ,18,Raffo,"Montevideo, Uruguay"
2668,Segurísima !!!! ,18,Raffo,"Montevideo, Uruguay"
3098,"Estoy esperando el comunicado de Familiares, repudiando a Toma 🤔 ",18,Raffo,"Durazno, Uruguay"
3110,De no creer ,18,Raffo,"Canelones, Uruguay"
3330,Militancia!!! vamos con todo Montevideo está a un paso. ,18,Raffo,"Montevideo, Uruguay"
3586,Me acuerdo una ces el Frente pidio el voto prestsdo a blancos y colorados . Se los prestamos . El resultado fue esto . Ahora pido el voto prestado a Raffo ahora hay que cambiar . ,18,Raffo,"Montevideo, Uruguay"
3799,Todos sabemos que la elección por la es entre y #Municipales2020 ,18,Raffo,"Montevideo, Uruguay"
3854,Con toda la fuerza de un gran equipo vamos con #SiPodemos ,18,Raffo,"Montevideo, Uruguay"
3956,#SiPodemos Contamos contigo par el gran cambio en Montevideo ,18,Raffo,"Montevideo, Uruguay"
4334,"Lo que se vive día a día lo dejo el FA, agravado por la pandemia, si. Con un gobierno que ha reforzado seguros de desempleo y políticas sociales. Con 5% de déficit fiscal y casi un 20% de vulnerabilidad, responsabilizar a los primeros meses del gobierno actual no es valido... ",18,Raffo,"Montevideo, Uruguay"
4401,"La mayoría de estas zonas, el 70% votó al fa !! ",18,Raffo,"Montevideo, Uruguay"
4453,"Sobre todo, saneamiento Laura !!!!! ",18,Raffo,"Montevideo, Uruguay"
4584,"Tambien mando mis felicitaciones a la,comunidad judia por su nuevo año ",18,Raffo,"Montevideo, Uruguay"
4613,Faltan días! y reafirmo que con el apoyo y respaldo de todos los Montevideanos. va ser la próxima Intendenta de Montevideo. ,18,Raffo,"Montevideo, Uruguay"
4699,Que va a dar un recital o algo parecido? ,18,Raffo,"Montevideo, Uruguay"
4794,Jajajajaja jaja jajajajaja jaja jajajajaja jaja jajajajaja jaja jajajajaja jaja jajajajaja jaja ,18,Raffo,"Colonia, Uruguay"
